movieid,tagid,tagCount
1796,10,397
1796,29,318
1796,1,258
1796,13,224
1796,412,196
1796,25,154
1796,2390,110
1796,28,74
1797,617,501
1797,5,320
1797,2,283
1797,759,259
1797,3,212
1797,765,161
1797,1,130
1797,1270,99
1798,10,80
1798,257,77
1798,397,60
1798,762,45
1798,13,30
1798,182,29
1798,1078,27
1798,29,22
1799,516,7766
1799,2,4532
1799,166,3865
1799,622,3023
1799,3,2768
1799,623,2201
1799,518,2082
1799,1794,1459
1800,506,5061
1800,80,2324
1800,101,1544
1800,2391,1193
1800,119,885
1800,2392,817
1800,1299,739
1800,5,697
1801,10,637
1801,141,590
1801,89,514
1801,809,411
1801,810,363
1801,18,302
1801,13,298
1801,2393,110
1802,704,2181
1802,142,1104
1802,10,961
1802,13,532
1802,705,514
1802,25,450
1802,21,434
1802,708,350
1803,38,678
1803,2,534
1803,3,448
1803,166,306
1803,1457,281
1803,2394,158
1803,624,139
1803,196,123
1804,679,468
1804,64,362
1804,681,146
1804,151,134
1804,680,121
1804,566,46
1804,930,43
1804,690,32
1805,1928,48
1805,1498,48
1805,2,34
1806,43,100
1806,10,94
1806,263,79
1806,378,58
1806,142,37
1806,13,36
1806,572,31
1807,33,2569
1807,996,1921
1807,36,1588
1807,140,1393
1807,156,1150
1807,25,875
1807,534,598
1807,2395,391
1808,1463,604
1808,2396,472
1808,33,381
1808,1272,262
1808,36,201
1808,2397,149
1808,113,146
1808,1676,117
1809,263,2142
1809,10,1774
1809,524,1479
1809,13,948
1809,378,925
1809,2398,830
1809,43,429
1809,459,397
1810,100,552
1810,80,235
1810,101,154
1810,816,72
1810,2056,55
1810,895,50
1810,1909,31
1810,2399,29
1811,1,51
1811,10,45
1811,143,22
1812,12,228
1812,24,166
1812,1193,155
1812,173,92
1812,470,79
1812,140,56
1812,1194,54
1812,2400,31
1813,551,565
1813,2,322
1813,3,267
1813,981,250
1813,1794,210
1813,623,200
1813,5,194
1813,166,119
1814,90,204
1814,2401,130
1814,92,103
1814,10,94
1814,152,68
1814,1384,37
1814,7,31
1814,108,31
1815,79,113
1815,111,76
1815,10,74
1815,109,57
1815,2402,30
1816,71,204
1816,2403,173
1816,64,64
1816,10,46
1816,151,24
1816,7,22
1817,43,6492
1817,10,3716
1817,378,3436
1817,1114,2886
1817,263,2522
1817,21,1530
1817,13,1485
1817,769,688
1818,10,89
1818,1806,85
1818,166,62
1818,13,53
1818,345,47
1818,347,38
1818,249,37
1818,391,31
1819,430,583
1819,314,499
1819,1502,349
1819,2336,308
1819,2404,252
1819,2051,195
1819,1,159
1819,164,89
1820,551,4637
1820,2,3441
1820,3,2866
1820,38,2388
1820,552,1910
1820,1,1716
1820,0,1199
1820,2405,841
1821,302,184
1821,1642,56
1821,2406,49
1821,2407,46
1821,2408,28
1821,607,24
1821,1059,21
1822,2409,1662
1822,26,1533
1822,297,1450
1822,21,1087
1822,23,1026
1822,2410,859
1822,41,837
1822,7,319
1823,2411,1034
1823,80,804
1823,71,791
1823,101,347
1823,313,309
1823,33,236
1823,2223,143
1823,1022,143
1824,33,1266
1824,36,880
1824,25,511
1824,2412,491
1824,50,453
1824,71,362
1824,2413,244
1824,2414,236
1825,64,1840
1825,24,960
1825,867,771
1825,151,693
1825,869,454
1825,470,300
1825,33,290
1825,868,274
1826,43,847
1826,10,632
1826,1151,498
1826,13,357
1826,1064,294
1826,21,267
1826,1200,174
1826,5,150
1827,33,959
1827,386,646
1827,36,593
1827,353,557
1827,25,417
1827,2415,184
1827,108,140
1827,7,117
1828,131,1992
1828,10,835
1828,135,620
1828,13,422
1828,102,388
1828,18,270
1828,459,244
1828,2416,164
1829,71,548
1829,33,256
1829,2417,208
1829,36,158
1829,25,76
1829,18,48
1829,363,39
1829,93,30
1830,25,8116
1830,192,5201
1830,10,4484
1830,2418,3467
1830,189,3443
1830,13,2891
1830,50,2298
1830,21,2020
1831,715,649
1831,10,378
1831,716,306
1831,314,291
1831,1,268
1831,13,187
1831,718,150
1831,717,91
1832,142,146
1832,10,97
1832,501,74
1832,2419,71
1832,187,63
1832,904,39
1832,13,31
1832,2420,23
1833,286,613
1833,287,541
1833,289,224
1833,24,218
1833,288,215
1833,290,169
1833,295,92
1833,470,64
1834,286,773
1834,287,703
1834,288,330
1834,1244,245
1834,216,232
1834,290,212
1834,295,171
1834,752,93
1835,286,1173
1835,287,1021
1835,288,493
1835,290,369
1835,289,363
1835,2421,204
1835,295,190
1835,7,102
1836,286,520
1836,287,410
1836,288,187
1836,289,177
1836,290,137
1836,216,127
1836,295,91
1836,752,52
1837,64,656
1837,223,513
1837,370,322
1837,224,223
1837,151,214
1837,372,206
1837,828,177
1837,33,82
1838,732,600
1838,296,389
1838,733,226
1838,734,140
1838,735,136
1838,298,128
1838,826,88
1838,607,56
1839,441,323
1839,33,169
1839,533,108
1839,36,76
1839,436,71
1839,635,41
1839,536,33
1839,2422,31
1840,441,17586
1840,33,10882
1840,2423,8201
1840,36,6139
1840,21,5110
1840,533,3064
1840,18,2620
1840,7,1691
1841,463,160
1841,33,153
1841,465,71
1841,36,66
1841,464,44
1841,467,39
1841,2424,34
1842,33,120
1842,463,114
1842,36,74
1842,465,52
1842,467,43
1842,300,31
1842,464,22
1843,463,62
1843,33,51
1843,465,35
1843,467,25
1844,881,237
1844,33,215
1844,464,149
1844,36,117
1844,882,116
1844,1140,77
1844,607,38
1844,1773,35
1845,33,1038
1845,2176,598
1845,36,572
1845,2178,403
1845,2425,347
1845,187,331
1845,254,314
1845,912,277
1846,60,648
1846,43,576
1846,61,307
1846,62,303
1846,63,201
1846,65,166
1846,7,78
1846,2426,69
1847,622,106
1847,2,101
1847,3,88
1847,1347,77
1847,378,76
1847,263,52
1847,142,38
1847,2355,26
1848,10,3847
1848,89,3738
1848,833,2409
1848,578,1844
1848,13,1744
1848,21,1729
1848,18,1646
1848,187,1531
1849,249,267
1849,10,252
1849,941,200
1849,28,175
1849,13,110
1849,1200,95
1849,25,90
1849,619,75
1850,1299,310
1850,80,213
1850,2427,196
1850,101,139
1850,313,80
1850,2428,59
1850,1301,41
1850,7,24
1851,972,393
1851,64,366
1851,971,306
1851,563,192
1851,2429,152
1851,151,131
1851,2430,112
1851,744,91
1852,739,1357
1852,229,1123
1852,2431,839
1852,313,750
1852,1067,672
1852,71,612
1852,319,363
1852,1985,348
1853,1,248
1853,10,182
1853,9,117
1853,13,109
1853,6,70
1853,2432,56
1853,25,52
1853,358,52
1854,166,2983
1854,10,2443
1854,742,1989
1854,772,1828
1854,371,1328
1854,13,1229
1854,119,1022
1854,5,624
1855,2433,35
1855,12,27
1855,1037,22
1856,2,31
1856,25,23
1856,3,22
1857,33,176
1857,36,134
1857,2434,102
1857,534,89
1857,996,57
1857,535,31
1857,108,24
1858,2094,528
1858,140,440
1858,1916,380
1858,261,343
1858,2,338
1858,26,282
1858,23,243
1858,890,123
1859,10,88
1859,28,59
1859,13,34
1859,27,21
1859,108,21
1860,71,156
1860,430,132
1860,2435,84
1860,1502,75
1860,2436,37
1860,2437,26
1860,363,21
1861,132,567
1861,2438,491
1861,133,390
1861,2439,323
1861,28,220
1861,2440,188
1861,2441,136
1861,113,87
1862,25,7900
1862,229,6091
1862,236,4856
1862,2442,4098
1862,35,3444
1862,319,2799
1862,45,1748
1862,730,1730
1863,19,406
1863,3,181
1863,2,154
1863,28,127
1863,1928,81
1863,2443,55
1863,182,52
1863,1190,41
1864,33,931
1864,9,701
1864,36,426
1864,5,364
1864,501,350
1864,142,285
1864,263,267
1864,2444,247
1865,33,256
1865,36,109
1865,2445,107
1865,2446,94
1865,2447,86
1865,25,83
1865,103,54
1865,566,46
1866,2448,70
1866,80,56
1866,101,40
1866,556,33
1866,236,27
1866,45,21
1867,1587,546
1867,2,250
1867,432,237
1867,3,111
1867,21,93
1867,769,89
1867,1588,70
1867,132,63
1868,154,375
1868,33,261
1868,16,169
1868,415,139
1868,1169,107
1868,44,105
1868,36,99
1868,2449,69
1869,1771,45
1869,10,26
1870,552,112
1870,3,92
1870,2,90
1870,67,77
1870,1,64
1870,2045,48
1870,1795,47
1870,1928,39
1871,142,551
1871,10,352
1871,941,240
1871,13,201
1871,5,165
1871,18,162
1871,187,138
1871,44,79
1872,10,1965
1872,524,1707
1872,1000,1640
1872,13,911
1872,5,784
1872,89,778
1872,999,769
1872,2450,670
1873,10,1241
1873,1,1182
1873,13,749
1873,426,561
1873,2451,380
1873,79,343
1873,7,305
1873,2452,239
1874,131,14073
1874,432,7528
1874,551,5847
1874,1179,4670
1874,5,4481
1874,2453,4230
1874,2,3319
1874,23,2829
1875,29,6317
1875,12,5370
1875,932,4097
1875,27,3594
1875,28,2788
1875,173,2523
1875,2454,960
1875,7,851
1876,314,9400
1876,12,6255
1876,955,5625
1876,480,3678
1876,187,3024
1876,1,2872
1876,166,2029
1876,173,1480
1877,10,225
1877,29,210
1877,683,180
1877,405,120
1877,13,119
1877,310,96
1877,18,81
1877,839,77
1878,1,2709
1878,10,2007
1878,899,1368
1878,13,1319
1878,5,869
1878,6,683
1878,2455,486
1878,7,432
1879,2456,8126
1879,12,7307
1879,1297,6861
1879,25,5134
1879,21,5125
1879,270,3721
1879,179,3420
1879,2457,2302
1880,185,3196
1880,166,3038
1880,21,2853
1880,10,1670
1880,13,1083
1880,391,853
1880,187,722
1880,2458,664
1881,551,334
1881,2,207
1881,3,170
1881,166,162
1881,2459,137
1881,2460,80
1881,709,67
1881,2461,59
1882,671,3022
1882,5,2002
1882,26,1121
1882,432,1098
1882,21,1083
1882,23,1017
1882,41,719
1882,4,657
1883,2462,68
1883,80,52
1883,557,22
1883,101,21
1884,33,451
1884,71,278
1884,36,219
1884,2463,149
1884,2464,103
1884,2465,60
1884,196,55
1884,7,51
1885,25,664
1885,10,442
1885,13,320
1885,748,233
1885,747,198
1885,189,174
1885,616,151
1885,7,92
1886,704,283
1886,10,147
1886,142,110
1886,705,94
1886,706,73
1886,103,54
1886,13,49
1886,436,43
1887,704,1338
1887,142,796
1887,10,668
1887,705,417
1887,13,278
1887,564,238
1887,706,238
1887,708,184
1888,704,2120
1888,142,1347
1888,10,926
1888,705,540
1888,13,465
1888,187,358
1888,706,332
1888,252,297
1889,704,376
1889,10,196
1889,142,191
1889,705,148
1889,706,97
1889,13,76
1889,642,68
1889,1091,45
1890,704,241
1890,10,140
1890,142,115
1890,705,101
1890,706,62
1890,642,52
1890,13,51
1890,436,33
1891,704,123
1891,10,57
1891,142,52
1891,706,40
1891,705,34
1892,2466,138
1892,101,65
1892,80,60
1893,282,4267
1893,284,2674
1893,375,2199
1893,2467,1870
1893,21,1398
1893,285,871
1893,7,589
1893,66,460
1894,292,234
1894,80,124
1894,816,55
1894,101,41
1894,560,28
1894,1092,22
1895,2442,155
1895,2468,73
1895,2469,55
1895,45,47
1895,2470,38
1895,2471,35
1895,62,31
1895,607,22
1896,157,1117
1896,26,429
1896,50,349
1896,23,333
1896,41,277
1896,2472,262
1896,25,231
1896,108,135
1897,38,478
1897,2,422
1897,3,380
1897,1100,289
1897,5,240
1897,25,166
1897,56,107
1897,1270,94
1898,152,401
1898,33,328
1898,511,130
1898,464,112
1898,36,101
1898,2473,79
1898,1318,73
1898,510,63
1899,923,2788
1899,2,2219
1899,3,1743
1899,166,1585
1899,924,1289
1899,926,1039
1899,925,771
1899,5,654
1900,12,99
1900,71,62
1900,2474,41
1900,2475,38
1900,173,32
1901,33,235
1901,36,162
1901,297,107
1901,2476,73
1901,2265,40
1901,45,38
1901,300,36
1901,169,26
1902,738,279
1902,80,177
1902,101,110
1902,1242,52
1902,607,41
1902,1088,35
1902,28,33
1903,71,256
1903,10,163
1903,1647,138
1903,13,67
1903,2477,44
1903,18,38
1903,106,31
1903,25,24
1904,33,1840
1904,142,1713
1904,634,1441
1904,263,833
1904,36,825
1904,187,796
1904,635,500
1904,358,257
1905,79,2232
1905,109,1642
1905,10,1373
1905,111,1056
1905,2478,654
1905,25,626
1905,84,485
1905,21,353
1906,5,6049
1906,10,5342
1906,187,4844
1906,2479,2782
1906,13,2608
1906,420,2424
1906,18,1254
1906,44,1119
1907,80,2698
1907,28,2339
1907,2480,1962
1907,101,1853
1907,2481,1378
1907,1,1003
1907,6,460
1907,2482,451
1908,369,136
1908,101,89
1908,80,87
1908,2483,72
1908,378,53
1908,7,29
1908,263,28
1909,2,353
1909,3,293
1909,1,274
1909,2484,243
1909,2485,140
1909,2486,108
1909,44,87
1909,7,47
1910,2,580
1910,3,430
1910,552,406
1910,901,352
1910,795,257
1910,925,241
1910,553,218
1910,5,161
1911,10,640
1911,13,390
1911,2487,299
1911,18,292
1911,350,220
1911,29,164
1911,903,141
1911,7,133
1912,71,516
1912,10,442
1912,142,358
1912,1394,232
1912,13,214
1912,263,155
1912,187,134
1912,673,93
1913,118,2001
1913,10,1436
1913,313,1320
1913,120,1125
1913,859,871
1913,378,647
1913,13,621
1913,2488,450
1914,1469,773
1914,2489,247
1914,2490,166
1914,2491,145
1914,21,144
1914,1471,142
1914,10,117
1914,2492,65
1915,524,955
1915,10,759
1915,263,422
1915,13,375
1915,2493,300
1915,983,271
1915,2419,241
1915,43,195
1916,10,33
1916,983,23
1916,402,23
1917,480,282
1917,677,260
1917,10,245
1917,748,190
1917,13,146
1917,18,139
1917,5,91
1917,89,88
1918,10,65
1918,13,37
1918,102,37
1918,1010,26
1918,18,21
1918,196,21
1919,410,1834
1919,999,1814
1919,10,1638
1919,5,1320
1919,13,812
1919,572,782
1919,1000,711
1919,21,552
1920,43,12598
1920,814,8816
1920,10,7050
1920,1,5391
1920,13,3749
1920,5,3383
1920,959,2840
1920,6,2625
1921,5,560
1921,10,352
1921,13,232
1921,2058,204
1921,544,117
1921,871,100
1921,2494,86
1921,45,69
1922,263,11336
1922,142,9679
1922,141,6726
1922,10,5618
1922,378,4038
1922,2495,2842
1922,13,2624
1922,106,1181
1923,186,165
1923,25,146
1923,10,107
1923,1120,83
1923,334,70
1923,13,55
1923,196,35
1923,763,25
1924,25,3401
1924,10,2879
1924,2496,2191
1924,13,1672
1924,2497,1622
1924,21,1412
1924,371,1338
1924,7,513
1925,25,252
1925,10,186
1925,393,140
1925,13,105
1925,1120,87
1925,1007,78
1925,1,74
1925,220,39
1926,10,257
1926,2498,184
1926,184,179
1926,1598,164
1926,13,118
1926,2499,118
1926,965,112
1926,9,87
1927,256,243
1927,263,158
1927,142,143
1927,154,132
1927,10,102
1927,614,53
1927,13,47
1927,685,44
1928,10,45
1928,256,41
1928,187,31
1928,25,26
1928,13,24
1929,1690,692
1929,10,625
1929,1689,457
1929,13,261
1929,196,193
1929,1692,191
1929,1598,173
1929,1691,165
1930,1,8871
1930,10,6610
1930,1725,4452
1930,13,3794
1930,35,3511
1930,21,2583
1930,6,2173
1930,7,1313
1931,10,73
1931,300,69
1931,13,56
1931,2487,48
1931,310,38
1931,16,36
1932,10,231
1932,2500,230
1932,13,133
1932,25,101
1932,1295,73
1932,1293,67
1932,2501,55
1932,1294,54
1933,782,157
1933,10,143
1933,16,106
1933,13,85
1933,1647,70
1933,2502,49
1933,113,37
1933,18,31
1934,28,115
1934,10,111
1934,27,54
1934,13,50
1934,281,31
1934,2503,28
1935,10,724
1935,25,689
1935,89,498
1935,746,417
1935,13,396
1935,711,234
1935,18,205
1935,1841,161
1936,10,440
1936,25,389
1936,270,364
1936,1072,292
1936,13,242
1936,746,213
1936,2504,208
1936,7,101
1937,43,132
1937,10,80
1937,190,40
1937,999,38
1937,13,25
1937,1,23
1937,620,21
1938,409,143
1938,190,124
1938,10,88
1938,1,84
1938,13,67
1938,25,61
1938,408,58
1938,620,40
1939,190,52
1939,25,34
1939,13,26
1939,10,25
1940,190,261
1940,25,240
1940,1,189
1940,10,167
1940,13,108
1940,669,81
1940,670,60
1940,446,57
1941,45,446
1941,10,352
1941,190,294
1941,650,292
1941,13,173
1941,620,147
1941,18,138
1941,649,132
1942,10,105
1942,588,98
1942,599,79
1942,142,58
1942,13,54
1942,18,43
1942,106,35
1942,1986,29
1943,2,451
1943,2505,380
1943,3,349
1943,5,320
1943,25,203
1943,2506,143
1943,2507,123
1943,1276,112
1944,457,941
1944,10,765
1944,2508,573
1944,2509,478
1944,1,377
1944,13,281
1944,6,253
1944,108,169
1945,481,36
1945,10,29
1945,1755,24
1946,10,7269
1946,187,7059
1946,480,5289
1946,13,3478
1946,5,3228
1946,627,2463
1946,18,2143
1946,474,1739
1947,12,110
1947,1297,87
1947,270,59
1947,2510,46
1947,173,39
1947,2511,28
1947,1243,22
1947,2512,21
1948,269,3091
1948,71,2621
1948,33,2041
1948,271,1196
1948,36,1045
1948,25,1000
1948,1827,429
1948,12,413
1949,10,51
1949,1,43
1949,5,28
1950,1647,236
1950,10,172
1950,2513,74
1950,13,69
1950,18,58
1950,647,45
1950,2514,36
1950,2515,25
1951,140,132
1951,156,97
1951,33,90
1951,42,77
1951,287,62
1951,2516,47
1951,147,43
1951,36,35
1952,269,308
1952,1142,271
1952,271,204
1952,10,155
1952,12,91
1952,1827,90
1952,33,89
1952,446,79
1953,33,237
1953,2517,152
1953,36,148
1953,25,102
1953,2518,79
1953,2519,67
1953,953,53
1953,18,40
1954,10,3784
1954,28,2308
1954,102,1956
1954,18,1432
1954,673,342
1954,16,262
1954,25,219
1954,27,210
1955,263,2303
1955,378,1695
1955,10,1481
1955,142,928
1955,13,740
1955,220,399
1955,757,295
1955,728,236
1956,156,184
1956,12,171
1956,808,143
1956,35,110
1956,173,88
1956,25,78
1956,2520,51
1956,33,31
1957,12,245
1957,156,187
1957,2521,118
1957,173,95
1957,24,90
1957,811,47
1957,33,37
1957,291,36
1958,33,622
1958,36,399
1958,35,290
1958,2522,252
1958,25,248
1958,2523,143
1958,2524,135
1958,2525,114
1959,33,1091
1959,2096,801
1959,71,612
1959,36,532
1959,2522,358
1959,2098,283
1959,2526,248
1959,1030,225
1960,33,102
1960,463,98
1960,465,56
1960,464,47
1960,36,41
1960,467,30
1960,2522,28
1960,607,21
1961,33,107
1961,2176,102
1961,2178,70
1961,254,51
1961,36,39
1961,2527,33
1961,685,27
1961,239,24
1962,287,34
1962,2096,25
1963,33,556
1963,2528,411
1963,36,303
1963,50,241
1963,2529,96
1963,163,91
1963,64,77
1963,113,64
1964,710,311
1964,270,286
1964,74,240
1964,12,237
1964,25,176
1964,73,132
1964,173,126
1964,21,96
1965,33,542
1965,76,370
1965,36,271
1965,74,257
1965,25,170
1965,2530,169
1965,2531,115
1965,274,71
1966,33,2254
1966,25,1661
1966,73,1460
1966,36,1381
1966,74,879
1966,50,720
1966,21,339
1966,7,265
1967,33,40
1967,74,22
1968,33,404
1968,36,273
1968,73,240
1968,74,183
1968,25,172
1968,89,101
1968,2414,73
1968,18,66
1969,25,526
1969,10,500
1969,13,337
1969,2532,282
1969,2533,225
1969,1,185
1969,9,162
1969,2101,144
1970,33,136
1970,1,134
1970,36,60
1970,2532,35
1970,2534,25
1971,36,789
1971,33,787
1971,50,444
1971,25,425
1971,1326,281
1971,2535,213
1971,7,126
1971,35,116
1972,1652,132
1972,12,128
1972,1227,64
1972,173,58
1972,270,55
1972,1,45
1972,2536,41
1972,1574,41
1973,142,806
1973,10,606
1973,639,474
1973,43,354
1973,657,302
1973,13,235
1973,263,231
1973,18,187
1974,10,1943
1974,187,1862
1974,1572,1748
1974,310,1589
1974,263,1325
1974,142,955
1974,13,760
1974,358,413
1975,12,468
1975,2123,419
1975,25,323
1975,270,281
1975,173,235
1975,50,153
1975,1865,101
1975,220,84
1976,71,1155
1976,10,971
1976,156,865
1976,2123,649
1976,2537,621
1976,13,516
1976,12,350
1976,2309,350
1977,192,144
1977,10,137
1977,43,117
1977,5,97
1977,13,64
1977,2419,57
1977,904,56
1977,220,42
1978,24,920
1978,12,826
1978,1872,480
1978,2538,397
1978,173,359
1978,470,343
1978,45,310
1978,25,281
1979,710,487
1979,2442,280
1979,140,199
1979,229,134
1979,93,104
1979,2539,86
1979,18,82
1979,2470,76
1980,236,8360
1980,45,7871
1980,1459,6375
1980,602,3621
1980,603,3017
1980,10,3010
1980,229,1379
1980,7,1168
1981,1718,29
1981,3,24
1981,2,23
1982,1072,65
1982,12,26
1983,156,99
1983,10,96
1983,2540,65
1983,2541,45
1983,13,45
1983,1072,40
1983,2542,34
1983,180,34
1984,263,6143
1984,2543,4578
1984,310,4205
1984,10,3776
1984,142,3543
1984,187,3148
1984,13,1860
1984,21,1553
1985,79,23520
1985,109,18073
1985,10,11964
1985,21,11106
1985,446,1057
1985,297,936
1985,27,739
1985,29,646
1986,79,4045
1986,109,2726
1986,10,2328
1986,2544,1762
1986,111,1433
1986,84,802
1986,13,768
1986,7,459
1987,79,1034
1987,35,685
1987,10,609
1987,111,563
1987,109,461
1987,21,246
1987,13,136
1987,84,129
1988,1,109
1988,10,104
1988,13,53
1988,750,50
1988,5,46
1988,766,29
1989,1,66
1989,10,61
1989,13,44
1989,5,39
1990,1,174
1990,10,105
1990,13,64
1990,750,47
1990,43,36
1990,358,25
1990,7,23
1991,1690,630
1991,10,534
1991,1689,411
1991,436,225
1991,13,212
1991,1692,192
1991,1691,174
1991,274,127
1992,742,555
1992,10,318
1992,13,238
1992,967,215
1992,372,214
1992,27,207
1992,28,176
1992,370,119
1993,10,659
1993,2265,548
1993,300,408
1993,13,338
1993,2545,170
1993,16,170
1993,2546,160
1993,7,135
1994,71,3230
1994,33,2729
1994,119,1795
1994,739,1604
1994,216,1272
1994,36,1204
1994,187,827
1994,89,725
1995,12,1249
1995,766,1097
1995,684,1009
1995,143,969
1995,173,465
1995,43,447
1995,1104,345
1995,18,204
1996,454,1091
1996,10,633
1996,24,543
1996,13,356
1996,199,305
1996,154,265
1996,180,242
1996,2547,225
1997,1,1501
1997,62,921
1997,64,702
1997,1747,496
1997,21,454
1997,1005,299
1997,1260,237
1997,61,236
1998,457,1943
1998,1,1658
1998,10,1544
1998,2273,825
1998,13,692
1998,6,445
1998,44,349
1998,378,281
1999,0,2595
1999,2,1303
1999,1,1188
1999,986,1068
1999,3,868
1999,324,322
1999,2548,284
1999,6,253
2000,12,89
2000,287,81
2000,2549,68
2000,140,43
2000,45,37
2000,2550,35
2000,173,24
2000,2551,22
2001,61,1249
2001,1260,646
2001,1259,443
2001,1256,394
2001,18,261
2001,1257,211
2001,446,202
2001,2552,199
2002,33,99
2002,25,58
2002,36,41
2002,216,30
2002,50,23
2003,38,1797
2003,2,1326
2003,3,1260
2003,5,729
2003,25,615
2003,2553,483
2003,1276,332
2003,358,290
2004,345,3338
2004,10,1993
2004,25,1963
2004,102,1696
2004,347,1379
2004,13,1037
2004,358,438
2004,7,366
2005,480,826
2005,481,628
2005,10,589
2005,25,444
2005,13,324
2005,677,287
2005,1755,221
2005,18,177
2006,490,13051
2006,25,8926
2006,74,6002
2006,2554,4613
2006,10,3826
2006,13,2880
2006,33,2327
2006,7,1448
2007,1,22
2007,953,21
2008,33,393
2008,36,280
2008,2555,107
2008,18,74
2008,363,68
2008,25,52
2008,7,37
2008,2556,34
2009,12,1115
2009,216,784
2009,2343,698
2009,50,580
2009,173,445
2009,2557,209
2009,2558,191
2009,33,190
2010,1592,1371
2010,1593,1039
2010,1594,779
2010,300,534
2010,2559,358
2010,297,296
2010,1597,208
2010,1596,174
2011,287,565
2011,2239,408
2011,932,317
2011,2247,307
2011,288,188
2011,2560,157
2011,35,134
2011,2561,124
2012,287,1136
2012,142,976
2012,288,411
2012,263,353
2012,2020,329
2012,2562,240
2012,459,147
2012,2563,115
2013,287,566
2013,25,247
2013,2020,201
2013,288,177
2013,415,131
2013,871,97
2013,71,93
2013,2564,82
2014,551,4570
2014,1444,3425
2014,2,2903
2014,3,2728
2014,25,2671
2014,1982,1881
2014,2565,1352
2014,21,1243
2015,202,846
2015,10,571
2015,24,380
2015,2566,322
2015,35,268
2015,13,244
2015,106,128
2015,470,96
2016,1587,497
2016,1928,321
2016,2,255
2016,432,201
2016,2567,200
2016,3,147
2016,1155,91
2016,2568,90
2017,364,18291
2017,80,6885
2017,2569,6311
2017,28,4541
2017,101,3985
2017,50,3102
2017,1299,1498
2017,2570,1348
2018,2571,242
2018,1299,193
2018,2,128
2018,2572,104
2018,3,77
2018,80,55
2018,2573,39
2018,113,36
2019,309,738
2019,3,606
2019,2,576
2019,19,386
2019,1711,338
2019,25,329
2019,1457,260
2019,2574,239
2020,38,1466
2020,2,1349
2020,433,1280
2020,3,1131
2020,432,1111
2020,5,591
2020,1182,406
2020,446,322
2021,302,725
2021,1640,485
2021,79,299
2021,1641,275
2021,2575,156
2021,1642,131
2021,1643,116
2021,7,106
2022,1718,217
2022,3,166
2022,2,154
2022,1,140
2022,1819,117
2022,1934,78
2022,2019,42
2022,685,23
2023,71,319
2023,33,285
2023,2576,263
2023,36,120
2023,25,100
2023,270,97
2023,12,90
2023,21,80
2024,1486,2182
2024,80,1819
2024,313,1086
2024,101,842
2024,378,783
2024,2577,669
2024,508,647
2024,263,579
2025,33,2932
2025,259,2679
2025,1512,1895
2025,2578,1710
2025,36,1605
2025,464,1433
2025,25,1138
2025,80,906
2026,19,2523
2026,1767,1361
2026,3,1255
2026,2,1167
2026,795,1123
2026,1100,1055
2026,25,582
2026,24,305
2027,1879,2494
2027,229,2226
2027,228,1958
2027,226,1335
2027,227,930
2027,307,718
2027,319,700
2027,10,577
2028,699,726
2028,10,417
2028,13,328
2028,21,280
2028,300,241
2028,701,197
2028,1,149
2028,7,115
2029,1722,97
2029,2579,46
2029,23,35
2029,2580,31
2029,647,25
2029,2581,25
2029,26,23
2029,41,23
2030,62,549
2030,1005,455
2030,25,334
2030,2582,312
2030,45,214
2030,236,181
2030,895,153
2030,61,133
2031,2075,373
2031,80,223
2031,101,102
2031,2583,40
2031,607,38
2031,25,35
2031,1030,31
2031,2077,28
2032,2,126
2032,313,108
2032,3,89
2032,1794,75
2032,2584,70
2032,119,70
2032,2271,60
2032,187,41
2033,0,13480
2033,1,7635
2033,2,5672
2033,3,4357
2033,6,2063
2033,2585,2014
2033,7,1263
2033,957,749
2034,2586,453
2034,10,409
2034,307,281
2034,25,161
2034,13,153
2034,71,147
2034,2587,103
2034,2588,87
2035,142,3658
2035,12,3069
2035,664,2535
2035,2589,2498
2035,663,2312
2035,21,1540
2035,173,1460
2035,187,765
2036,1117,281
2036,229,222
2036,319,89
2036,1413,61
2036,1118,57
2036,1119,57
2036,182,39
2036,436,34
2037,2,2265
2037,2590,2249
2037,1380,1990
2037,3,1658
2037,25,1560
2037,2591,850
2037,2592,599
2037,2593,463
2038,1927,493
2038,1928,454
2038,1275,393
2038,2594,294
2038,2,271
2038,432,238
2038,3,180
2038,2595,89
2039,12,862
2039,2596,661
2039,300,572
2039,27,435
2039,173,371
2039,10,173
2039,7,167
2039,18,144
2040,77,724
2040,79,512
2040,129,467
2040,2597,392
2040,80,369
2040,82,278
2040,130,224
2040,84,100
2041,1117,157
2041,229,130
2041,319,53
2041,1118,47
2041,1119,38
2041,1413,28
2041,685,22
2042,2,310
2042,2598,287
2042,3,271
2042,5,181
2042,1944,145
2042,495,144
2042,621,133
2042,2599,73
2043,430,912
2043,314,704
2043,1,518
2043,1502,478
2043,315,223
2043,1541,164
2043,113,144
2043,164,93
2044,2247,166
2044,287,90
2044,307,87
2044,2600,62
2044,357,33
2044,2601,30
2044,2602,29
2045,64,358
2045,25,296
2045,151,207
2045,50,107
2045,44,54
2045,7,45
2045,93,28
2045,2603,25
2046,1,542
2046,10,386
2046,457,300
2046,13,201
2046,736,195
2046,6,110
2046,505,103
2046,2604,98
2047,2605,276
2047,80,267
2047,101,217
2047,29,118
2047,1609,114
2047,28,93
2047,2606,71
2047,1,64
2048,1927,149
2048,1928,137
2048,1275,109
2048,2594,87
2048,2,64
2048,3,47
